0,1,3,WON
2,3,1,WON
5,4,3,WON
6,7,1,WON
8,9,2,WON
10,11,3,WON
12,13,2,WON
14,15,2,WON
16,17,1,WON
19,18,3,WON
20,21,2,WON
5,22,2,WON
23,4,3,WON
25,24,3,WON
26,27,3,WON
13,1,2,WON
17,21,1,WON
18,28,1,WON
3,22,3,WON
29,27,1,WON
16,8,2,WON
28,19,1,WON
7,9,2,WON
23,2,1,WON
24,26,2,WON
29,4,2,WON
3,0,1,WON
16,6,1,WON
14,1,2,WON
12,9,3,WON
13,7,2,WON
15,8,2,WON
11,21,2,WON
5,10,2,WON
19,17,1,WON
27,20,2,WON
22,23,3,WON
25,4,3,WON
24,29,1,WON
12,14,1,WON
18,6,1,WON
25,26,1,WON
5,9,2,WON
11,27,3,WON
16,0,2,WON
3,10,1,WON
24,20,1,WON
29,22,1,WON
7,8,1,WON
5,12,3,WON
13,18,2,WON
14,27,2,WON
19,1,2,WON
0,6,2,WON
26,28,3,WON
23,4,1,WON
6,12,2,WON
1,9,1,WON
14,10,1,WON
17,11,2,WON
21,18,1,WON
19,7,2,WON
13,8,1,WON
2,15,1,WON
16,23,2,WON
22,28,1,WON
24,20,3,WON
25,29,3,WON
5,2,3,WON
26,3,3,WON
6,15,1,WON
1,17,2,WON
19,9,1,WON
10,8,1,WON
11,18,2,WON
21,7,1,WON
14,13,3,WON
16,27,1,WON
24,23,1,WON
3,22,3,WON
28,20,2,WON
29,26,1,WON
13,8,2,WON
15,18,2,WON
12,17,2,WON
10,19,1,WON
25,5,2,WON
7,16,1,WON
0,2,1,WON
11,1,2,WON
22,21,1,WON
27,24,2,WON
14,9,3,WON
12,3,2,WON
23,25,2,WON
26,20,3,WON
4,6,2,WON
28,0,2,WON
8,22,2,WON
15,18,1,WON
19,21,2,WON
2,29,1,WON
14,1,1,WON
16,4,1,WON
7,27,2,WON
3,24,2,WON
26,6,1,WON
2,25,2,WON
13,21,1,WON
15,22,1,WON
27,10,2,WON
8,12,1,WON
1,18,1,WON
0,4,2,WON
26,20,3,WON
23,11,2,WON
5,17,2,WON
16,24,1,WON
19,14,2,WON
3,9,3,WON
25,11,2,WON
20,8,3,WON
1,7,3,WON
15,12,2,WON
28,10,1,WON
22,18,1,WON
5,9,1,WON
0,17,3,WON
21,27,2,WON
6,23,2,WON
2,4,2,WON
13,1,1,WON
28,15,3,WON
14,22,3,WON
8,19,2,WON
16,21,2,WON
3,17,2,WON
26,11,2,WON
24,2,1,WON
25,6,3,WON
29,23,2,WON
18,20,3,WON
7,12,2,WON
5,27,1,WON
25,4,3,WON
3,6,3,WON
20,28,2,WON
23,10,1,WON
12,11,2,WON
1,21,2,WON
16,5,3,WON
2,9,3,WON
26,0,2,WON
19,29,3,WON
4,15,1,WON
7,18,1,WON
22,27,3,WON
0,24,1,WON
2,28,1,WON
8,6,1,WON
29,1,3,WON
10,9,2,WON
3,13,1,WON
7,11,1,WON
23,21,1,WON
14,16,1,WON
17,18,3,WON
20,27,2,WON
4,5,1,WON
29,12,3,WON
24,19,2,WON
1,6,1,WON
23,9,3,WON
15,21,2,WON
14,7,3,WON
16,10,3,WON
2,17,3,WON
11,27,1,WON
13,28,2,WON
3,4,3,WON
20,0,3,WON
25,22,2,WON
26,19,3,WON
23,8,3,WON
12,1,2,WON
14,28,3,WON
18,9,2,WON
5,3,1,WON
24,17,2,WON
13,7,2,WON
2,11,2,WON
0,22,2,WON
16,29,3,WON
26,10,1,WON
12,6,1,WON
25,27,1,WON
20,4,2,WON
29,6,3,WON
28,1,3,WON
26,9,2,WON
14,23,1,WON
5,18,1,WON
8,3,2,WON
19,22,1,WON
15,13,1,WON
25,12,3,WON
7,21,2,WON
24,0,2,WON
20,19,1,WON
26,6,2,WON
28,13,3,WON
25,1,2,WON
11,9,2,WON
3,18,2,WON
14,15,2,WON
29,21,1,WON
5,24,2,WON
7,17,3,WON
27,22,2,WON
2,8,1,WON
23,20,2,WON
16,4,1,WON
19,10,2,WON
25,6,1,WON
15,0,2,WON
7,21,3,WON
3,14,1,WON
29,5,3,WON
27,18,3,WON
8,1,2,WON
2,24,2,WON
20,23,3,WON
16,26,2,WON
17,4,1,WON
3,9,2,WON
13,0,1,WON
15,6,3,WON
28,8,2,WON
29,22,3,WON
5,7,2,WON
2,10,3,WON
19,11,3,WON
25,21,2,WON
16,24,2,WON
12,18,2,WON
1,23,1,WON
26,17,2,WON
4,14,2,WON
2,9,1,WON
13,12,3,WON
20,22,1,WON
29,17,3,WON
28,7,1,WON
15,10,1,WON
4,21,2,WON
11,18,1,WON
3,19,1,WON
0,27,2,WON
26,20,1,WON
23,8,3,WON
14,24,2,WON
25,1,1,WON
19,6,2,WON
13,4,3,WON
10,21,2,WON
11,2,1,WON
15,12,2,WON
5,16,2,WON
3,7,1,WON
9,17,2,WON
14,22,3,WON
29,1,3,WON
28,18,1,WON
26,8,1,WON
25,0,3,WON
6,18,1,WON
27,9,2,WON
13,20,3,WON
10,4,3,WON
15,11,3,WON
28,14,2,WON
2,16,1,WON
5,17,1,WON
23,3,2,WON
7,12,3,WON
1,22,1,WON
24,8,1,WON
9,21,2,WON
25,19,2,WON
5,23,1,WON
2,17,3,WON
1,24,2,WON
29,0,3,WON
10,13,2,WON
15,20,2,WON
16,12,3,WON
27,21,1,WON
3,7,3,WON
26,18,1,WON
0,4,3,WON
15,8,3,WON
13,10,1,WON
28,11,3,WON
14,20,1,WON
25,17,3,WON
24,22,2,WON
29,23,1,WON
28,14,1,WON
26,21,2,WON
16,3,2,WON
0,18,2,WON
27,7,2,WON
12,23,1,WON
22,2,1,WON
4,24,1,WON
6,10,2,WON
29,8,2,WON
13,1,1,WON
15,9,3,WON
19,11,3,WON
17,26,2,WON
2,18,2,WON
3,0,1,WON
25,5,2,WON
20,12,3,WON
27,28,2,WON
5,24,1,WON
19,26,3,WON
13,29,2,WON
15,1,1,WON
18,10,1,WON
11,9,3,WON
14,8,2,WON
16,6,1,WON
27,17,3,WON
0,28,1,WON
21,23,1,WON
12,22,1,WON
4,2,1,WON
25,3,2,WON
11,6,3,WON
26,8,2,WON
1,15,1,WON
7,29,1,WON
16,9,1,WON
5,20,2,WON
21,24,1,WON
25,0,1,WON
19,12,3,WON
13,22,2,WON
4,17,1,WON
27,23,3,WON
14,18,1,WON
2,20,2,WON
28,6,2,WON
8,4,3,WON
10,9,3,WON
15,19,2,WON
14,1,2,WON
7,23,1,WON
26,2,2,WON
29,21,3,WON
13,17,2,WON
12,11,1,WON
16,25,2,WON
0,22,2,WON
3,18,3,WON
27,24,2,WON
23,6,1,WON
15,28,3,WON
10,1,3,WON
3,21,2,WON
22,12,3,WON
14,11,3,WON
16,2,1,WON
26,7,2,WON
29,8,1,WON
5,20,1,WON
19,18,1,WON
0,5,2,WON
7,24,1,WON
25,27,1,WON
22,1,2,WON
6,9,3,WON
10,17,3,WON
28,11,1,WON
14,21,2,WON
13,12,1,WON
19,16,1,WON
26,2,2,WON
20,29,1,WON
27,4,1,WON
23,18,2,WON
26,0,3,WON
6,22,3,WON
15,5,2,WON
3,2,1,WON
20,8,1,WON
29,7,1,WON
14,18,2,WON
28,16,2,WON
24,4,2,WON
11,21,1,WON
12,10,3,WON
9,1,2,WON
23,13,2,WON
8,17,1,WON
0,27,1,WON
6,20,3,WON
19,14,2,WON
5,26,2,WON
22,16,1,WON
15,3,1,WON
2,29,2,WON
25,24,3,WON
28,17,3,WON
8,0,2,WON
1,10,1,WON
19,13,2,WON
15,29,1,WON
11,20,1,WON
9,12,1,WON
6,7,2,WON
26,27,1,WON
23,3,2,WON
4,25,2,WON
13,18,2,WON
27,2,2,WON
12,28,2,WON
19,4,3,WON
29,25,2,WON
11,10,1,WON
28,1,2,WON
7,15,3,WON
21,8,2,WON
5,16,1,WON
0,2,2,WON
27,6,3,WON
3,4,1,WON
20,17,1,WON
26,9,3,WON
23,24,2,WON
14,29,2,WON
1,6,2,WON
13,10,2,WON
16,12,2,WON
19,0,2,WON
8,11,3,WON
15,7,1,WON
22,9,3,WON
24,18,1,WON
25,17,2,WON
21,28,3,WON
2,5,1,WON
3,27,1,WON
26,18,3,WON
14,20,2,WON
23,4,2,WON
7,6,2,WON
19,8,1,WON
11,24,2,WON
1,12,1,WON
13,5,1,WON
29,22,1,WON
21,1,3,WON
15,28,2,WON
11,19,2,WON
16,2,2,WON
0,23,1,WON
3,13,3,WON
4,20,2,WON
22,17,1,WON
26,14,1,WON
25,9,3,WON
10,24,3,WON
8,12,2,WON
29,18,3,WON
5,6,3,WON
