271110019,2007-11-10,ORL,96,PHX,106,43-59,40-85,45-94,47.1,47.9,8-19,12-29,42.1,41.4,8-19,4-5,42.1,80.0,66,60,13,8,10,10,43,42,25,29,5,5,3,2,30,22,17,23,19,22,-1,-1,14,16,0,0,0,0
271110022,2007-11-10,POR,91,DAL,82,49-40,35-70,29-82,50.0,35.4,7-12,4-16,58.3,25.0,14-25,20-21,56.0,95.2,56,64,9,5,6,14,41,45,28,13,4,3,2,2,32,26,19,8,10,4,-1,-1,24,24,2,0,0,0
271110023,2007-11-10,SAC,100,MIN,93,42-39,30-74,36-82,40.5,43.9,6-15,3-14,40.0,21.4,34-40,18-24,85.0,75.0,61,72,9,12,14,17,38,43,12,15,9,4,4,7,30,36,22,16,16,8,-1,-1,24,30,1,2,0,0
271110026,2007-11-10,UTAH,118,MEM,94,64-49,49-92,32-68,53.3,47.1,5-9,8-17,55.6,47.1,15-18,22-33,83.3,66.7,58,55,3,9,12,8,43,38,34,19,14,5,1,4,28,50,24,18,28,19,-1,-1,30,20,1,0,0,0
271111001,2007-11-11,ATL,90,WSH,101,40-51,30-77,38-88,39.0,43.2,3-20,5-17,15.0,29.4,27-35,20-25,77.1,80.0,65,75,12,4,12,18,41,53,21,26,5,4,6,3,22,24,15,13,20,14,-1,-1,17,25,1,0,0,0
271111012,2007-11-11,LAC,95,CLE,103,44-50,35-77,42-83,45.5,50.6,2-10,3-13,20.0,23.1,23-27,16-27,85.2,59.3,54,68,6,10,9,15,39,43,16,17,4,10,4,4,32,30,20,20,5,12,-1,-1,20,22,0,1,0,0
271111018,2007-11-11,NY,72,MIA,75,39-37,28-75,32-73,37.3,43.8,3-16,6-25,18.8,24.0,13-17,5-9,76.5,55.6,59,59,8,6,12,10,39,43,11,21,10,10,2,4,36,34,16,20,7,4,-1,-1,18,17,1,1,0,0
271111020,2007-11-11,PHI,72,NO,93,37-51,30-74,37-78,40.5,47.4,2-15,10-20,13.3,50.0,10-15,9-13,66.7,69.2,56,60,4,7,11,11,41,42,21,21,7,10,2,1,36,34,16,13,4,7,-1,-1,20,20,0,0,0,0
271111024,2007-11-11,SA,113,MIL,88,65-38,39-70,34-82,55.7,41.5,8-20,2-12,40.0,16.7,27-31,18-27,87.1,66.7,51,61,4,7,5,15,42,39,22,17,8,6,8,6,28,28,18,13,13,10,-1,-1,21,23,2,0,0,0
271111025,2007-11-11,SEA,103,DET,107,52-64,37-86,38-88,43.0,43.2,3-9,8-23,33.3,34.8,26-29,23-33,89.7,69.7,63,72,5,11,11,12,47,49,21,27,7,10,2,1,26,22,7,11,23,8,-1,-1,25,25,0,0,0,0
271111030,2007-11-11,CHA,82,HOU,85,40-35,31-78,29-67,39.7,43.3,6-14,4-14,42.9,28.6,14-15,23-27,93.3,85.2,46,63,4,5,8,11,34,47,19,18,11,6,4,7,26,40,19,16,14,2,-1,-1,22,17,1,0,0,0
271112007,2007-11-12,DEN,122,CLE,100,58-43,44-80,36-86,55.0,41.9,12-22,7-19,54.5,36.8,22-33,21-38,66.7,55.3,63,75,10,13,7,17,46,45,24,18,7,4,4,2,26,30,18,11,21,7,-1,-1,24,24,0,3,0,0
271112017,2007-11-12,NJ,82,NO,84,37-49,31-76,32-76,40.8,42.1,4-14,11-17,28.6,64.7,16-21,9-10,76.2,90.0,59,50,5,6,9,5,45,39,21,16,8,10,6,4,28,32,15,18,24,8,-1,-1,11,19,0,0,0,0
271112026,2007-11-12,UTAH,117,SAC,93,65-42,41-82,35-78,50.0,44.9,4-11,9-19,36.4,47.4,31-37,14-19,83.8,73.7,72,48,16,6,15,10,41,32,29,16,8,5,6,1,30,38,27,18,16,8,-1,-1,19,26,0,0,0,0
271113006,2007-11-13,DAL,99,PHI,84,43-50,37-83,33-82,44.6,40.2,6-19,5-10,31.6,50.0,19-27,13-18,70.4,72.2,64,67,6,8,11,12,47,47,25,21,9,4,8,5,26,38,19,6,25,13,-1,-1,17,27,1,0,0,0
271113011,2007-11-13,IND,86,BOS,101,43-52,29-83,31-73,34.9,42.5,8-25,6-21,32.0,28.6,20-26,33-44,76.9,75.0,76,60,13,11,16,7,47,42,16,17,2,12,2,8,46,26,8,24,12,9,-1,-1,35,24,2,0,1,0
271113019,2007-11-13,ORL,103,SEA,76,49-36,38-82,33-96,46.3,34.4,10-25,2-10,40.0,20.0,17-22,8-14,77.3,57.1,77,63,9,7,10,12,58,44,24,16,6,14,4,5,52,34,5,26,16,25,-1,-1,16,23,0,1,0,0
