id,date,home_team,home_points,away_team,away_points,half_time_score,fg_made_attempted_home,fg_made_attempted_away,field_goal_%_home,field_goal_%_away,3pt_made_attempted_home,3pt_made_attempted_away,three_point_%_home,three_point_%_away,ft_made_attempted_home,ft_made_attempted_away,free_throw_%_home,free_throw_%_away,total_rebounds_home,total_rebounds_away,offensive_rebounds_home,offensive_rebounds_away,defensive_rebounds_home,defensive_rebounds_away,team_rebounds_home,team_rebounds_away,assists_home,assists_away,steals_home,steals_away,blocks_home,blocks_away,turnovers_home,turnovers_away,points_home,points_away,fast_break_points_home,fast_break_points_away,points_in_paint_home,points_in_paint_away,personal_fouls_home,personal_fouls_away,technical_fouls_home,technical_fouls_away,flagrant_fouls_home,flagrant_fouls_away
311226019,2011-12-26,ORL,104,HOU,95,53-50,44-83,36-82,53.0,43.9,9-22,6-27,40.9,22.2,7-10,17-20,70.0,85.0,44,47,6,11,29,30,9,6,19,26,1,4,4,5,22,20,12,14,8,11,56,38,15,17,1,1,0,0
311226021,2011-12-26,PHX,84,NO,85,41-47,32-81,35-79,39.5,44.3,5-25,2-16,20.0,12.5,15-19,13-21,78.9,61.9,51,54,12,12,33,35,6,7,23,10,9,9,3,5,30,26,15,15,14,13,36,42,24,22,0,1,0,0
311226022,2011-12-26,POR,107,PHI,103,48-44,40-97,40-83,41.2,48.2,9-19,8-19,47.4,42.1,18-23,15-19,78.3,78.9,56,53,17,9,33,38,6,6,24,21,11,6,6,7,24,40,28,15,15,12,38,38,19,25,1,2,0,0
311226023,2011-12-26,SAC,100,LAL,91,49-40,35-75,37-88,46.7,42.0,9-18,1-16,50.0,6.3,21-35,16-19,60.0,84.2,55,53,10,16,30,29,15,8,16,21,4,6,6,6,24,22,6,15,19,12,30,44,19,25,2,2,0,0
311226024,2011-12-26,SA,95,MEM,82,43-44,35-88,34-73,39.8,46.6,10-33,3-7,30.3,42.9,15-22,11-19,68.2,57.9,49,58,12,9,25,33,12,16,23,18,13,9,5,2,26,50,28,14,15,17,38,36,20,25,1,0,0,0
311226027,2011-12-26,WSH,84,NJ,90,45-37,31-74,34-86,41.9,39.5,1-7,6-26,14.3,23.1,21-34,16-20,61.8,80.0,46,66,8,18,31,40,7,8,13,17,8,7,7,3,24,32,19,12,12,2,36,28,17,26,2,1,0,0
311226030,2011-12-26,CHA,96,MIL,95,41-52,38-86,34-84,44.2,40.5,4-19,8-23,21.1,34.8,16-21,19-23,76.2,82.6,61,46,15,8,37,31,9,7,27,21,3,6,6,2,32,24,17,19,16,9,32,36,20,20,1,3,1,1
311227013,2011-12-27,LAL,96,UTAH,71,41-31,30-71,29-90,42.3,32.2,6-16,1-13,37.5,7.7,30-37,12-17,81.1,70.6,58,56,11,18,35,28,12,10,17,20,8,6,9,6,24,20,11,17,16,16,32,36,21,28,0,0,0,0
311227014,2011-12-27,MIA,115,BOS,107,69-54,42-75,37-72,56.0,51.4,6-10,12-19,60.0,63.2,25-35,21-27,71.4,77.8,50,34,6,4,32,24,12,6,22,20,16,9,8,3,40,48,33,19,19,23,52,28,22,27,2,3,0,0
311227015,2011-12-27,MIL,98,MIN,95,60-48,40-94,28-70,42.6,40.0,2-16,6-14,12.5,42.9,16-20,33-45,80.0,73.3,51,61,16,16,29,38,6,7,24,14,13,6,5,0,24,52,29,9,16,12,48,28,28,24,2,0,0,0
311227017,2011-12-27,NJ,70,ATL,106,30-52,22-71,38-86,31.0,44.2,5-24,12-23,20.8,52.2,21-26,18-21,80.8,85.7,45,60,9,17,27,34,9,9,9,23,5,11,5,4,36,26,11,30,8,16,22,36,22,23,0,1,0,0
311227022,2011-12-27,POR,101,SAC,79,46-46,38-85,31-82,44.7,37.8,3-18,3-16,16.7,18.8,22-28,14-22,78.6,63.6,55,57,15,14,29,28,11,15,25,11,6,1,8,4,20,40,25,4,17,7,52,42,23,27,3,0,0,0
311228001,2011-12-28,ATL,101,WSH,83,55-42,32-75,30-77,42.7,39.0,9-23,6-16,39.1,37.5,28-35,17-22,80.0,77.3,55,47,11,6,34,26,10,15,21,16,6,10,5,3,30,36,18,14,17,12,36,30,21,24,0,2,0,0
311228003,2011-12-28,NO,97,BOS,78,48-39,36-79,29-78,45.6,37.2,4-12,7-17,33.3,41.2,21-25,13-18,84.0,72.2,58,43,12,13,36,24,10,6,16,16,7,4,12,12,24,26,13,13,7,10,46,24,20,22,2,1,0,0
311228007,2011-12-28,DEN,117,UTAH,100,63-46,46-86,38-79,53.5,48.1,6-19,7-16,31.6,43.8,19-26,17-25,73.1,68.0,51,45,12,8,33,31,6,6,29,25,17,10,3,3,36,44,28,24,27,17,68,42,20,23,0,0,0,0
311228008,2011-12-28,DET,89,CLE,105,39-50,36-81,40-70,44.4,57.1,9-21,7-12,42.9,58.3,8-11,18-22,72.7,81.8,35,47,10,12,16,28,9,7,16,28,11,9,1,3,34,44,18,21,5,13,36,52,21,15,0,0,0,0
311228009,2011-12-28,GS,92,NY,78,37-43,35-77,28-70,45.5,40.0,6-16,4-21,37.5,19.0,16-24,18-25,66.7,72.0,60,39,11,4,36,27,13,8,20,15,12,7,4,0,32,30,23,10,8,24,44,32,17,21,1,2,0,0
311228021,2011-12-28,PHX,83,PHI,103,34-48,33-80,41-86,41.3,47.7,2-11,7-17,18.2,41.2,15-18,14-18,83.3,77.8,44,55,8,12,31,36,5,7,15,22,3,11,3,2,24,24,8,19,6,20,36,50,17,19,0,1,0,0
311228024,2011-12-28,SA,115,LAC,90,58-54,45-80,29-74,56.3,39.2,10-19,7-20,52.6,35.0,15-15,25-33,100.0,75.8,50,38,7,10,36,20,7,8,27,17,3,8,1,5,34,24,16,17,20,14,48,26,23,17,2,2,0,0
311228028,2011-12-28,TOR,85,IND,90,34-38,36-79,32-81,45.6,39.5,6-15,7-16,40.0,43.8,7-13,19-22,53.8,86.4,49,52,10,12,29,29,10,11,21,20,13,10,5,2,38,32,13,16,10,9,32,34,25,16,1,1,0,0
311228029,2011-12-28,MEM,95,OKC,98,49-54,34-87,29-77,39.1,37.7,2-16,10-25,12.5,40.0,25-33,30-38,75.8,78.9,63,54,19,12,30,29,14,13,13,16,5,4,6,8,24,22,10,9,15,6,44,26,22,24,1,0,0,0
311228030,2011-12-28,CHA,95,MIA,96,60-45,39-82,36-78,47.6,46.2,7-18,1-6,38.9,16.7,10-16,23-28,62.5,82.1,63,33,15,5,38,25,10,3,22,19,5,7,9,10,44,20,12,27,21,20,36,52,22,17,1,0,0,0
311229010,2011-12-29,HOU,105,SA,85,53-35,43-85,35-93,50.6,37.6,9-26,2-17,34.6,11.8,10-13,13-20,76.9,65.0,51,59,13,22,33,24,5,13,21,12,7,4,8,7,22,24,19,18,14,10,40,56,17,10,1,0,0,0
311229013,2011-12-29,LAL,99,NY,82,63-51,38-73,21-67,52.1,31.3,9-16,6-22,56.3,27.3,14-22,34-41,63.6,82.9,53,43,6,9,34,23,13,11,23,15,6,11,7,6,34,26,12,8,7,6,44,26,28,20,2,4,0,0
311229019,2011-12-29,ORL,94,NJ,78,50-44,36-81,29-77,44.4,37.7,9-21,6-17,42.9,35.3,13-25,14-21,52.0,66.7,59,53,11,9,35,33,13,11,25,17,8,5,4,5,26,30,25,10,14,7,42,26,19,26,0,2,0,0
311229022,2011-12-29,POR,111,DEN,102,53-53,41-79,35-87,51.9,40.2,8-20,4-20,40.0,20.0,21-23,28-33,91.3,84.8,58,39,7,3,43,27,8,9,20,17,3,16,9,2,50,14,10,29,11,28,40,54,25,20,1,3,0,0
311229023,2011-12-29,SAC,98,CHI,108,53-60,35-83,43-80,42.2,53.8,8-17,6-12,47.1,50.0,20-34,16-21,58.8,76.2,51,53,18,8,24,33,9,12,13,25,8,6,2,5,32,36,23,15,14,33,48,54,19,27,1,1,0,0
311229025,2011-12-29,OKC,104,DAL,102,56-52,37-63,38-90,58.7,42.2,6-14,9-26,42.9,34.6,24-32,17-21,75.0,81.0,45,45,6,14,32,24,7,7,19,25,8,14,8,1,52,24,11,33,17,10,36,36,19,24,2,4,0,0
311230001,2011-12-30,ATL,105,NJ,98,43-37,37-77,38-82,48.1,46.3,4-15,9-20,26.7,45.0,27-38,13-14,71.1,92.9,52,44,15,15,23,25,14,4,22,20,7,7,6,2,24,30,17,8,13,10,50,40,15,26,1,1,0,0
311230002,2011-12-30,BOS,96,DET,85,50-43,35-67,34-79,52.2,43.0,7-16,3-16,43.8,18.8,19-19,14-15,100.0,93.3,34,44,5,12,25,23,4,9,25,18,4,3,6,0,22,24,17,18,11,5,32,38,18,14,1,0,0,0
311230003,2011-12-30,NO,78,PHX,93,45-52,26-90,33-78,28.9,42.3,3-14,7-23,21.4,30.4,23-28,20-22,82.1,90.9,65,51,24,10,33,37,8,4,14,22,4,3,5,10,26,24,6,14,6,17,28,38,24,22,1,3,0,0
311230006,2011-12-30,DAL,99,TOR,86,50-46,32-72,33-72,44.4,45.8,7-25,6-14,28.0,42.9,28-38,14-18,73.7,77.8,50,43,7,5,33,33,10,5,21,20,11,8,4,1,20,34,22,11,11,8,26,30,13,23,2,1,0,0
311230011,2011-12-30,IND,98,CLE,91,45-47,36-94,34-88,38.3,38.6,2-10,5-25,20.0,20.0,24-32,18-31,75.0,58.1,67,66,17,9,43,40,7,17,15,13,9,7,10,9,36,36,7,17,10,13,52,44,27,28,1,1,1,0
311230012,2011-12-30,LAC,101,CHI,114,52-57,41-80,39-78,51.3,50.0,7-15,7-17,46.7,41.2,12-20,29-34,60.0,85.3,40,51,9,15,22,30,9,6,26,29,6,4,3,2,22,24,11,13,9,10,46,40,22,19,2,1,0,0
311230015,2011-12-30,MIL,102,WSH,81,65-41,39-73,30-85,53.4,35.3,8-20,7-18,40.0,38.9,16-25,14-19,64.0,73.7,55,48,10,9,40,26,5,13,26,19,5,9,7,5,40,28,16,27,20,6,40,32,19,22,0,3,0,0
311230016,2011-12-30,MIN,101,MIA,103,53-51,39-83,46-93,47.0,49.5,11-29,3-14,37.9,21.4,12-20,8-14,60.0,57.1,55,50,12,9,37,33,6,8,21,29,11,14,4,6,50,30,25,31,8,27,34,40,22,21,1,0,0,0
311230026,2011-12-30,UTAH,102,PHI,99,53-51,35-79,37-77,44.3,48.1,6-16,4-13,37.5,30.8,26-33,21-29,78.8,72.4,50,49,9,7,32,33,9,9,17,19,8,7,9,3,24,26,10,16,16,20,38,42,23,22,0,1,0,0
311230029,2011-12-30,MEM,113,HOU,93,57-51,45-80,34-79,56.3,43.0,0-5,11-29,0.0,37.9,23-33,14-18,69.7,77.8,53,41,7,6,35,27,11,8,23,19,10,9,7,4,32,40,20,18,20,14,56,36,19,29,0,1,0,0
311230030,2011-12-30,CHA,79,ORL,100,43-56,30-83,37-84,36.1,44.0,5-15,12-28,33.3,42.9,14-18,14-24,77.8,58.3,49,65,12,14,29,35,8,16,19,23,6,3,3,7,24,24,9,15,6,6,20,44,23,16,1,1,0,0
311231008,2011-12-31,DET,96,IND,88,52-44,39-82,30-76,47.6,39.5,8-15,5-15,53.3,33.3,10-13,23-28,76.9,82.1,53,44,10,6,39,30,4,8,25,17,4,14,2,5,36,22,10,20,16,11,48,40,23,19,0,2,0,0
311231009,2011-12-31,GS,79,PHI,107,42-50,34-89,39-79,38.2,49.4,4-17,11-20,23.5,55.0,7-12,18-31,58.3,58.1,56,57,16,10,32,38,8,9,20,29,7,12,2,6,32,24,15,24,8,19,42,36,22,17,0,0,0,0
311231010,2011-12-31,HOU,95,ATL,84,51-44,38-82,35-80,46.3,43.8,9-19,4-16,47.4,25.0,10-13,10-16,76.9,62.5,52,46,11,6,34,34,7,6,26,16,7,4,6,6,24,24,18,10,16,12,40,50,18,14,2,1,0,0
311231013,2011-12-31,LAL,92,DEN,89,46-45,39-86,34-80,45.3,42.5,2-24,7-26,8.3,26.9,12-15,14-22,80.0,63.6,60,44,14,8,36,28,10,8,24,22,6,11,4,5,40,30,14,23,8,19,46,32,20,17,1,0,0,0
311231023,2011-12-31,SAC,92,NY,114,42-56,30-86,40-89,34.9,44.9,6-22,10-28,27.3,35.7,26-41,24-27,63.4,88.9,72,51,22,17,29,26,21,8,15,26,7,7,2,6,28,24,15,14,9,8,42,46,22,35,2,0,0,1
311231024,2011-12-31,SA,104,UTAH,89,54-39,36-74,33-89,48.6,37.1,10-16,2-16,62.5,12.5,22-31,21-25,71.0,84.0,61,46,5,14,41,30,15,2,26,11,4,13,5,9,38,14,10,13,16,19,36,48,21,25,0,0,0,1
311231025,2011-12-31,OKC,107,PHX,97,60-46,41-77,35-88,53.2,39.8,9-22,8-26,40.9,30.8,16-18,19-23,88.9,82.6,52,43,8,13,37,24,7,6,25,19,9,9,6,7,42,24,13,21,21,5,54,42,27,16,0,0,0,0
320101004,2012-01-01,CHI,104,MEM,64,54-28,39-84,26-84,46.4,31.0,5-13,1-9,38.5,11.1,21-29,11-14,72.4,78.6,66,48,17,14,38,26,11,8,24,13,10,10,12,4,30,36,21,15,33,13,48,28,15,18,0,0,0,0
320101005,2012-01-01,CLE,98,NJ,82,43-49,38-78,27-71,48.7,38.0,16-26,7-22,61.5,31.8,6-11,21-28,54.5,75.0,50,46,10,8,26,24,14,14,24,16,11,11,10,6,44,44,25,15,11,5,36,26,26,16,0,0,0,0
320101007,2012-01-01,DEN,99,LAL,90,47-36,33-71,35-88,46.5,39.8,2-18,4-23,11.1,17.4,31-37,16-24,83.8,66.7,52,53,5,12,39,32,8,9,21,19,9,8,2,4,30,30,17,14,26,5,46,48,18,28,0,1,0,0
320101012,2012-01-01,LAC,93,POR,88,44-36,36-75,33-78,48.0,42.3,6-24,4-15,25.0,26.7,15-24,18-22,62.5,81.8,45,52,8,13,30,33,7,6,25,20,11,9,2,2,42,42,21,21,15,5,34,24,18,24,0,2,0,0
320101014,2012-01-01,MIA,129,CHA,90,65-37,48-80,35-92,60.0,38.0,7-11,6-18,63.6,33.3,26-31,14-21,83.9,66.7,51,50,5,11,42,29,4,10,33,20,10,9,3,3,30,32,16,10,30,11,58,38,18,20,0,0,0,0
320101016,2012-01-01,MIN,99,DAL,82,50-41,36-85,29-77,42.4,37.7,10-22,7-24,45.5,29.2,17-24,17-21,70.8,81.0,64,44,17,6,37,29,10,9,15,17,7,11,3,9,34,34,23,21,4,24,32,32,17,22,1,1,0,0
320101019,2012-01-01,ORL,102,TOR,96,47-52,37-75,32-70,49.3,45.7,12-27,5-13,44.4,38.5,16-24,27-29,66.7,93.1,48,38,8,5,25,28,15,5,20,23,4,4,6,2,24,22,16,15,9,10,36,38,22,27,1,0,0,0
320101023,2012-01-01,SAC,96,NO,80,38-40,35-85,36-89,41.2,40.4,8-23,0-15,34.8,0.0,18-21,8-16,85.7,50.0,44,70,12,22,29,38,3,10,16,24,12,4,6,2,20,38,30,13,32,12,46,54,15,18,0,0,0,0
320101027,2012-01-01,WSH,86,BOS,94,34-51,32-78,37-74,41.0,50.0,2-16,5-12,12.5,41.7,20-23,15-23,87.0,65.2,46,48,10,8,29,33,7,7,15,26,9,7,8,5,28,32,16,12,19,11,38,38,21,20,0,0,0,0
320102002,2012-01-02,BOS,100,WSH,92,47-48,38-83,35-83,45.8,42.2,10-20,3-11,50.0,27.3,14-21,19-23,66.7,82.6,55,49,12,13,31,29,12,7,28,14,3,10,4,10,34,26,13,22,11,17,38,50,23,17,0,5,0,0
320102006,2012-01-02,DAL,100,OKC,87,54-47,39-80,31-77,48.8,40.3,5-16,5-19,31.3,26.3,17-20,20-26,85.0,76.9,45,51,11,12,30,29,4,10,21,12,8,6,4,5,24,28,16,17,10,28,56,42,23,17,0,1,0,0
320102007,2012-01-02,DEN,91,MIL,86,48-48,33-83,37-88,39.8,42.0,4-19,5-19,21.1,26.3,21-27,7-11,77.8,63.6,63,48,13,9,36,29,14,10,22,19,7,8,6,8,32,28,19,21,24,10,58,42,15,20,0,0,0,0
320102008,2012-01-02,DET,89,ORL,78,44-46,31-62,28-63,50.0,44.4,2-8,8-22,25.0,36.4,25-33,14-21,75.8,66.7,47,34,11,7,28,21,8,6,19,20,8,12,3,3,36,34,14,21,6,5,34,30,19,24,1,2,0,0
320102014,2012-01-02,MIA,92,ATL,100,50-47,34-73,39-82,46.6,47.6,5-13,9-16,38.5,56.3,19-28,13-20,67.9,65.0,51,47,9,10,31,30,11,7,23,19,5,10,3,5,32,20,13,19,10,9,38,50,15,21,0,2,0,0
320102016,2012-01-02,MIN,106,SA,96,66-59,41-71,36-82,57.7,43.9,12-21,7-20,57.1,35.0,12-15,17-21,80.0,81.0,44,39,7,9,31,21,6,9,18,26,4,9,7,3,38,18,11,19,8,5,36,28,18,15,0,0,0,0
320102017,2012-01-02,NJ,94,IND,108,42-48,33-89,41-78,37.1,52.6,7-28,13-21,25.0,61.9,21-26,13-18,80.8,72.2,51,52,20,14,20,28,11,10,15,26,9,7,10,6,24,32,13,12,18,15,44,36,16,23,0,0,0,0
320102018,2012-01-02,NY,85,TOR,90,34-51,28-78,30-68,35.9,44.1,10-35,7-17,28.6,41.2,19-25,23-29,76.0,79.3,49,51,6,4,33,40,10,7,14,21,8,5,3,5,26,36,18,25,9,8,28,28,24,30,0,2,0,0
320102021,2012-01-02,PHX,102,GS,91,51-47,39-87,36-72,44.8,50.0,8-23,7-17,34.8,41.2,16-21,12-20,76.2,60.0,58,39,16,7,33,29,9,3,23,27,6,6,2,3,26,34,18,15,10,6,38,36,18,24,1,1,1,0
320102026,2012-01-02,UTAH,94,NO,90,50-47,37-76,37-74,48.7,50.0,5-15,3-10,33.3,30.0,15-23,13-16,65.2,81.3,44,43,9,7,27,30,8,6,20,22,6,5,6,4,24,30,22,17,14,4,50,32,18,24,0,0,0,0
320103004,2012-01-03,CHI,76,ATL,74,26-38,26-77,28-80,33.8,35.0,4-17,4-15,23.5,26.7,20-26,14-25,76.9,56.0,58,62,11,10,36,34,11,18,16,19,7,8,8,4,30,26,14,11,18,6,32,28,21,17,3,1,0,0
320103005,2012-01-03,CLE,115,CHA,101,57-51,45-90,40-90,50.0,44.4,10-21,4-14,47.6,28.6,15-26,17-19,57.7,89.5,51,57,9,10,32,36,10,11,25,20,9,2,8,6,18,26,16,8,19,15,56,40,19,22,0,1,0,0
320103013,2012-01-03,LAL,108,HOU,99,50-46,41-78,41-96,52.6,42.7,5-14,11-31,35.7,35.5,21-27,6-7,77.8,85.7,58,41,10,10,43,28,5,3,25,27,2,8,4,0,30,16,9,21,8,18,36,36,15,25,1,0,0,0
320103025,2012-01-03,OKC,93,POR,103,53-51,36-83,34-76,43.4,44.7,5-20,6-15,25.0,40.0,16-21,29-36,76.2,80.6,47,54,10,11,30,35,7,8,22,20,7,6,6,4,20,18,15,11,24,10,42,38,22,16,2,2,0,0
320103026,2012-01-03,UTAH,85,MIL,73,43-34,32-66,29-95,48.5,30.5,3-13,2-21,23.1,9.5,18-28,13-16,64.3,81.3,59,54,10,23,40,25,9,6,24,16,9,8,12,5,48,28,17,20,20,8,48,36,24,19,0,2,0,0
320103029,2012-01-03,MEM,113,SAC,96,52-50,50-91,34-83,54.9,41.0,2-8,9-24,25.0,37.5,11-16,19-23,68.8,82.6,54,45,15,14,34,27,5,4,20,13,14,11,2,5,30,38,24,17,21,13,72,46,17,18,1,0,0,0
320104002,2012-01-04,BOS,89,NJ,70,34-35,35-71,30-74,49.3,40.5,6-16,4-20,37.5,20.0,13-21,6-10,61.9,60.0,52,40,12,10,33,24,7,6,24,15,7,8,4,1,26,26,16,11,14,4,32,38,20,23,0,1,0,0
320104003,2012-01-04,NO,93,PHI,101,47-40,35-79,41-86,44.3,47.7,3-10,4-16,30.0,25.0,20-25,15-18,80.0,83.3,49,48,12,11,30,27,7,10,21,22,6,8,5,7,26,20,10,13,11,13,44,40,18,19,1,0,0,0
320104006,2012-01-04,DAL,98,PHX,89,49-41,38-91,37-82,41.8,45.1,8-22,5-17,36.4,29.4,14-21,10-15,66.7,66.7,61,49,19,11,34,31,8,7,30,18,10,6,2,3,26,30,15,6,4,6,40,38,19,21,0,1,0,0
320104007,2012-01-04,DEN,110,SAC,83,56-39,46-76,30-93,60.5,32.3,3-9,2-21,33.3,9.5,15-22,21-24,68.2,87.5,63,40,7,15,43,21,13,4,31,12,14,16,11,7,54,34,24,22,31,9,68,42,22,17,1,0,0,0
320104008,2012-01-04,DET,83,CHI,99,35-51,36-88,40-76,40.9,52.6,1-6,5-12,16.7,41.7,10-12,14-21,83.3,66.7,44,53,11,8,27,32,6,13,18,31,9,6,1,5,26,30,11,19,11,25,46,44,16,12,0,1,1,0
320104012,2012-01-04,LAC,117,HOU,89,67-55,47-82,35-76,57.3,46.1,6-16,7-16,37.5,43.8,17-24,12-17,70.8,70.6,44,44,5,6,28,27,11,11,30,15,12,3,3,0,14,38,26,8,22,16,62,40,17,23,0,0,0,0
320104014,2012-01-04,MIA,118,IND,83,62-39,42-80,24-69,52.5,34.8,8-21,5-19,38.1,26.3,26-28,30-39,92.9,76.9,46,48,7,9,35,27,4,12,25,12,12,7,1,3,26,46,28,16,13,7,56,30,25,26,2,2,0,0
320104016,2012-01-04,MIN,86,MEM,90,37-43,33-82,33-80,40.2,41.3,7-21,3-9,33.3,33.3,13-24,21-25,54.2,84.0,59,52,17,14,33,32,9,6,15,16,5,13,3,2,34,24,7,23,9,25,36,48,20,19,0,2,1,0
320104018,2012-01-04,NY,110,CHA,118,52-62,42-85,47-85,49.4,55.3,11-29,7-11,37.9,63.6,15-20,17-21,75.0,81.0,45,45,11,7,29,30,5,8,19,27,8,9,5,0,34,28,14,14,15,13,48,42,20,16,0,0,0,0
320104019,2012-01-04,ORL,103,WSH,85,56-38,39-85,34-93,45.9,36.6,8-19,2-12,42.1,16.7,17-25,15-18,68.0,83.3,64,52,17,14,37,30,10,8,27,12,4,7,3,8,30,18,6,19,17,16,48,32,13,21,0,1,0,0
320104024,2012-01-04,SA,101,GS,95,45-53,37-78,37-80,47.4,46.3,10-17,9-20,58.8,45.0,17-24,12-19,70.8,63.2,54,44,9,5,36,32,9,7,23,18,4,9,7,6,26,20,11,4,14,15,36,34,14,20,1,0,0,0
320104028,2012-01-04,TOR,92,CLE,77,46-39,36-77,24-81,46.8,29.6,10-27,7-23,37.0,30.4,10-13,22-26,76.9,84.6,49,56,7,13,36,32,6,11,23,16,4,6,4,6,22,24,3,6,4,4,30,22,18,17,0,0,0,0
320105001,2012-01-05,ATL,109,MIA,116,49-54,36-94,45-102,38.3,44.1,6-22,8-28,27.3,28.6,31-46,18-23,67.4,78.3,70,65,15,14,36,42,19,9,22,25,10,6,5,6,38,44,22,17,12,6,36,58,24,35,1,2,0,0
320105022,2012-01-05,POR,107,LAL,96,52-56,41-89,37-79,46.1,46.8,5-12,0-11,41.7,0.0,20-26,22-27,76.9,81.5,45,56,10,13,29,34,6,9,20,15,5,2,7,6,8,28,16,5,11,4,46,38,20,20,1,2,0,0
320105023,2012-01-05,SAC,103,MIL,100,37-58,37-91,39-76,40.7,51.3,4-21,9-19,19.0,47.4,25-30,13-21,83.3,61.9,60,44,23,7,32,24,5,13,16,26,10,12,4,2,38,40,24,20,12,19,50,48,18,27,0,0,0,0
320105024,2012-01-05,SA,93,DAL,71,55-29,34-86,27-77,39.5,35.1,16-33,1-19,48.5,5.3,9-16,16-21,56.3,76.2,55,59,9,11,33,41,13,7,22,11,9,5,1,8,18,30,15,6,11,12,18,38,17,13,1,1,0,0
320106002,2012-01-06,BOS,74,IND,87,25-33,26-66,32-80,39.4,40.0,5-14,8-14,35.7,57.1,17-24,15-18,70.8,83.3,46,52,7,15,29,33,10,4,16,17,4,8,8,1,26,28,10,11,8,0,28,42,15,23,3,0,0,0
320106003,2012-01-06,NO,88,DEN,96,47-41,36-77,37-79,46.8,46.8,8-17,5-21,47.1,23.8,8-10,17-22,80.0,77.3,44,46,8,8,28,29,8,9,19,24,7,8,9,6,34,26,11,24,7,19,38,56,23,13,0,1,1,0
320106013,2012-01-06,LAL,97,GS,90,35-39,37-77,38-77,48.1,49.4,3-11,4-14,27.3,28.6,20-29,10-19,69.0,52.6,55,42,15,10,32,24,8,8,27,19,7,9,4,1,38,40,21,21,10,6,42,42,18,28,0,2,0,0
320106016,2012-01-06,MIN,87,CLE,98,45-52,31-79,37-80,39.2,46.3,4-20,8-17,20.0,47.1,21-31,16-22,67.7,72.7,52,55,12,11,31,34,9,10,15,20,8,11,4,7,32,30,19,21,3,12,42,38,19,25,1,0,0,0
