calculate_winner,calculate_winner_range,calculate_home_wins_percentage_home,calculate_away_wins_percentage_away,calculate_wins_percentage_overall_home,calculate_wins_percentage_overall_away,calculate_average_home_points_home,calculate_average_away_points_away,points_in_paint_home,points_in_paint_away,average_points_home,average_points_away,calculate_average_home_allowed_points_home,calculate_average_away_allowed_points_away,average_fouls_home,average_fouls_away,fast_break_points_home,fast_break_points_away,average_steals_home,average_steals_away,average_blocks_home,average_blocks_away,average_technical_fouls_home,average_technical_fouls_away,consecutive_away_games_home,consecutive_away_games_away,average_possessions_home,average_possessions_away,average_home_possessions_home,average_away_possessions_away,home_offensive_rating_home,away_offensive_rating_away
320411005,0,-1,0.36,0.53,0.35,0.61,93.11,94.97,42.87,40.91,93.75,96.68,99.79,95.20,20.38,21.86,10.87,13.04,7.31,7.84,4.07,5.49,0.40,0.74,0,0,111.06,109.19,108.77,108.89,85.60,87.22
250211027,1,1,0.73,0.27,0.60,0.47,104.81,90.95,12.90,6.55,102.27,94.82,98.85,95.23,22.54,22.08,18.42,14.33,8.90,7.47,4.08,5.31,0.54,0.59,0,4,98.84,94.07,99.05,92.00,105.82,98.86
221217015,0,-1,0.64,0.27,0.43,0.30,102.82,88.00,-1.00,-1.00,99.57,87.83,95.09,98.45,23.26,21.30,5.04,5.83,8.30,7.83,5.00,4.70,1.13,0.83,1,0,109.55,109.15,109.01,110.47,94.32,79.66
221217016,1,3,0.64,0.17,0.54,0.40,98.64,92.33,-1.00,-1.00,95.62,94.56,96.27,99.08,21.71,23.28,5.50,4.56,6.58,8.00,5.92,5.68,1.38,0.80,0,0,112.04,114.04,114.00,113.51,86.53,81.34
250211028,0,-2,0.64,0.37,0.40,0.47,101.80,95.59,9.70,11.67,98.94,97.84,98.60,98.70,23.46,23.76,13.74,17.02,7.30,8.71,4.04,3.78,0.62,1.00,0,0,96.74,98.52,95.74,98.75,106.33,96.80
221217018,1,1,0.38,0.36,0.33,0.67,94.69,92.09,-1.00,-1.00,92.67,97.00,96.62,93.73,24.52,21.33,3.05,7.42,6.57,9.12,3.62,6.21,0.71,1.29,0,1,110.88,113.65,111.11,110.68,85.22,83.20
400277802,1,1,1.00,0.00,0.33,0.00,106.00,89.00,13.67,17.25,90.67,88.75,98.00,97.00,17.17,21.00,14.17,18.00,6.33,9.75,7.83,6.00,0.33,0.75,3,0,97.34,98.34,111.83,100.41,94.79,88.64
250315004,0,-1,0.63,0.72,0.53,0.69,93.73,96.31,8.52,8.30,93.48,100.34,91.23,94.17,24.92,23.93,15.33,14.57,7.13,6.80,4.55,3.90,1.03,1.16,3,1,96.61,92.89,96.83,92.27,96.80,104.38
250315005,1,3,0.74,0.23,0.55,0.32,101.29,93.68,11.08,8.48,97.30,94.29,93.45,99.52,22.87,26.98,16.23,14.19,7.97,6.34,5.93,4.74,0.73,0.69,0,1,94.74,93.67,95.60,94.53,105.95,99.10
221217022,1,2,0.60,0.46,0.50,0.68,91.80,91.77,-1.00,-1.00,90.14,95.32,87.70,91.62,20.18,20.92,4.41,4.64,8.27,9.24,4.32,4.04,1.09,0.92,5,3,108.75,107.99,108.59,107.66,84.54,85.24
221217023,1,2,1.00,0.36,0.77,0.58,103.42,89.91,-1.00,-1.00,99.54,88.92,88.17,95.73,19.92,21.88,5.42,4.17,9.38,7.92,6.23,5.58,0.88,1.17,0,0,113.48,112.56,115.48,114.72,89.56,78.37
250315018,0,-1,0.59,0.66,0.43,0.75,98.56,101.78,7.89,9.54,96.56,102.35,96.97,97.00,23.34,22.20,14.16,13.20,7.79,6.18,3.52,5.94,0.38,1.05,0,0,95.30,94.96,94.01,95.53,104.84,106.54
250315020,1,3,0.57,0.38,0.48,0.52,99.77,96.55,12.81,9.55,98.52,98.37,99.87,101.93,23.10,21.71,17.11,11.47,9.02,5.47,3.65,4.84,1.03,0.84,1,3,98.83,94.43,99.22,94.88,100.55,101.76
320411010,0,-2,0.71,0.31,0.56,0.52,100.68,97.10,41.16,50.07,98.42,99.02,94.61,103.14,20.32,21.98,13.18,17.09,7.46,8.26,4.81,5.81,0.60,0.59,4,0,110.65,111.13,110.67,110.57,90.97,87.82
271221006,1,2,0.86,0.42,0.67,0.38,106.21,96.25,-1.00,-1.00,102.00,93.62,100.36,101.42,21.93,22.21,14.15,8.12,5.93,6.88,5.22,5.17,0.89,0.50,0,0,110.64,115.13,113.67,116.70,93.44,82.48
250315023,1,2,0.72,0.32,0.61,0.50,105.16,95.90,9.77,16.08,102.47,99.60,99.41,100.71,20.33,23.44,15.69,15.69,8.20,7.55,3.94,5.52,0.69,1.05,0,0,97.21,98.16,96.84,97.44,108.59,98.42
271221008,1,3,0.82,0.25,0.72,0.32,99.18,99.92,-1.00,-1.00,99.20,103.40,87.00,105.92,20.32,19.84,11.36,15.88,6.52,5.68,5.52,5.16,0.92,0.40,1,0,106.98,116.67,105.83,114.95,93.72,86.92
400278894,1,2,0.56,0.58,0.55,0.66,92.21,96.82,10.17,8.77,92.79,100.01,90.31,96.82,19.42,20.08,14.90,17.81,7.23,8.25,5.19,3.61,0.90,0.94,0,0,92.84,92.13,93.11,92.28,99.03,104.92
271221016,1,2,0.17,0.62,0.12,0.54,93.17,103.85,-1.00,-1.00,92.75,104.38,102.83,101.85,24.25,25.04,7.79,14.23,7.33,7.62,4.46,5.69,0.50,1.88,0,0,116.25,122.21,115.05,122.24,80.98,84.96
300319001,1,1,0.79,0.29,0.64,0.52,105.70,92.26,16.39,14.19,102.42,95.00,97.03,96.59,20.12,19.55,17.37,17.91,7.43,7.79,5.12,5.25,0.55,0.87,2,0,94.76,94.91,95.40,93.48,110.80,98.69
271221019,0,-3,0.50,0.31,0.67,0.52,103.70,102.75,-1.00,-1.00,103.63,104.67,101.00,105.19,21.19,25.04,13.07,11.19,6.30,9.44,4.52,4.22,0.89,0.48,2,2,114.48,117.29,113.93,118.09,91.02,87.01
271221020,0,-1,0.43,0.50,0.40,0.60,93.36,104.75,-1.00,-1.00,93.08,106.28,93.86,103.42,20.84,22.04,16.08,13.96,7.48,8.72,5.36,4.92,0.44,0.76,2,2,114.21,119.54,113.08,119.20,82.56,87.88
271221022,1,1,0.79,0.40,0.54,0.60,97.79,101.80,-1.00,-1.00,95.38,106.48,93.64,107.50,19.96,21.96,8.58,17.28,5.73,10.00,4.65,6.76,0.88,1.16,0,0,109.11,122.85,107.34,121.50,91.10,83.79
271221025,1,2,0.25,0.54,0.27,0.56,97.67,96.92,-1.00,-1.00,97.92,97.22,103.33,94.77,21.88,20.41,15.42,8.48,7.42,6.48,5.08,4.33,0.65,0.33,0,2,122.91,109.62,120.79,108.52,80.86,89.31
300319010,0,-2,0.59,0.65,0.53,0.64,103.94,97.50,14.44,13.97,101.88,98.85,102.06,93.32,20.95,21.72,16.47,17.15,6.91,8.70,3.98,4.97,0.42,1.30,0,0,98.47,95.08,98.55,95.58,105.47,102.01
271221027,0,-1,0.62,0.40,0.54,0.52,100.92,87.30,-1.00,-1.00,100.83,94.24,97.85,90.30,19.54,21.48,12.75,15.24,7.54,8.16,5.25,5.44,0.79,0.48,0,0,115.84,113.29,114.40,111.44,88.22,78.34
300319013,1,2,0.86,0.14,0.74,0.20,105.03,98.80,11.21,15.51,102.99,98.09,95.43,112.26,19.50,20.84,16.76,15.57,7.74,7.28,4.90,3.57,1.03,0.80,3,3,97.76,100.27,98.29,101.19,106.86,97.64
271221030,1,2,0.57,0.10,0.39,0.32,95.14,92.10,-1.00,-1.00,92.13,94.24,95.00,104.20,23.74,21.68,12.04,7.92,7.74,6.80,4.74,2.64,0.65,0.56,0,0,113.18,113.66,114.05,113.89,83.42,80.87
300319018,1,1,0.40,0.37,0.35,0.35,103.29,98.74,10.32,18.85,101.60,97.34,104.23,102.06,19.94,20.15,15.87,16.16,7.25,8.13,4.04,5.68,0.53,0.62,5,0,98.12,95.41,98.14,96.53,105.25,102.29
231113004,0,-1,0.20,0.50,0.44,0.50,84.40,84.25,-1.00,-1.00,88.22,89.12,100.40,81.75,23.22,21.88,4.44,2.50,7.78,6.50,7.44,6.12,1.11,1.50,1,0,115.30,104.56,116.48,106.86,72.46,78.84
300319021,1,2,0.74,0.52,0.62,0.65,112.31,100.24,15.99,14.71,110.06,103.63,103.97,98.91,20.59,22.18,14.50,18.63,5.75,8.15,5.22,4.99,1.04,0.43,0,0,98.95,97.06,98.35,97.39,114.19,102.93
231113006,1,2,1.00,1.00,0.62,0.83,118.33,92.00,-1.00,-1.00,98.12,90.50,97.33,70.50,18.25,21.17,6.62,5.00,7.88,8.67,4.50,7.67,1.00,1.50,0,0,108.27,110.09,106.52,111.05,111.09,82.85
300319023,0,-1,0.50,0.38,0.34,0.55,104.32,95.09,15.15,10.71,100.76,97.80,104.38,95.82,22.75,22.47,15.93,16.89,6.79,7.08,4.63,4.86,0.66,0.71,0,1,98.80,97.01,100.29,97.09,104.02,97.94
300319024,1,3,0.71,0.12,0.61,0.28,103.79,104.16,12.61,24.37,100.56,107.97,95.79,112.62,20.41,23.37,14.79,21.63,6.42,9.39,4.74,4.18,0.47,0.81,2,0,95.07,103.77,95.18,103.12,109.05,101.01
260324005,1,2,0.71,0.26,0.57,0.42,98.69,98.50,12.28,11.67,97.24,98.19,91.54,103.82,20.93,25.04,14.62,15.04,6.76,6.93,4.87,5.10,0.74,0.74,0,0,93.86,96.51,93.51,97.66,105.54,100.86
400278895,0,-3,0.69,0.62,0.58,0.73,101.54,102.54,14.76,16.67,100.87,105.82,96.95,97.74,21.37,20.31,13.95,18.28,6.85,8.24,4.22,7.65,0.59,1.18,0,1,97.28,96.35,97.37,96.81,104.28,105.92
300319028,0,-3,0.70,0.58,0.50,0.62,105.00,98.36,14.53,15.29,104.08,99.97,102.09,97.36,22.47,21.02,15.47,17.68,5.61,8.11,4.79,5.64,0.92,0.58,0,1,96.80,96.68,96.33,97.50,109.00,100.88
281215028,0,-2,0.45,0.64,0.43,0.50,101.18,104.27,7.35,12.50,97.04,100.82,101.45,104.00,18.74,24.73,15.91,15.91,6.22,6.32,5.52,4.91,0.74,0.77,0,1,95.33,95.91,94.07,97.30,107.56,107.16
260211005,0,-2,0.75,0.36,0.59,0.45,99.54,98.23,12.98,14.78,98.10,100.10,90.62,102.95,20.76,24.27,15.06,14.96,6.88,7.53,5.16,4.31,0.82,1.10,2,2,93.74,97.74,94.07,98.11,105.81,100.12
231113022,1,1,0.80,0.25,0.57,0.57,90.60,101.50,-1.00,-1.00,89.57,101.29,85.80,108.75,19.29,21.14,3.43,6.00,7.14,8.57,3.57,5.14,0.29,1.00,0,0,105.59,111.85,104.49,114.41,86.71,88.72
400828825,0,-1,0.84,0.48,0.72,0.60,106.09,96.66,41.08,42.71,103.23,99.08,97.91,97.86,20.48,21.66,12.26,12.42,6.84,8.68,3.61,4.35,0.36,0.79,0,0,97.03,96.91,96.89,96.32,109.50,100.35
260211010,1,2,0.27,0.48,0.39,0.50,86.00,90.08,7.27,10.28,89.53,90.12,88.18,94.68,23.51,25.34,13.86,14.80,7.12,6.62,3.78,6.06,1.00,0.82,0,1,91.43,92.42,90.76,92.87,94.76,97.00
301213014,1,2,0.77,0.45,0.68,0.61,103.15,89.55,15.24,13.22,100.96,93.61,91.77,92.09,21.12,21.61,17.76,17.22,6.76,8.04,5.00,4.52,0.88,1.22,4,1,93.70,93.23,95.35,93.17,108.18,96.11
260211013,0,-1,0.60,0.42,0.51,0.53,101.70,89.73,9.31,9.24,98.12,90.00,97.25,90.88,24.16,21.92,15.51,15.63,7.22,7.51,4.61,5.18,1.16,0.49,7,4,95.55,90.23,96.20,90.91,105.72,98.70
260211015,1,1,0.62,0.16,0.52,0.27,96.58,93.48,13.15,13.65,96.06,95.02,96.33,101.00,23.52,24.29,15.71,19.43,6.94,10.53,3.60,4.47,0.81,0.86,0,0,95.85,98.42,95.88,97.03,100.73,96.34
260211016,0,-1,0.58,0.38,0.45,0.53,92.79,92.12,10.45,12.24,90.86,92.59,89.17,97.12,22.27,21.71,14.20,13.86,6.37,7.45,6.16,3.98,0.82,0.92,0,0,91.57,93.34,91.89,94.03,100.98,97.97
400278896,1,2,0.47,0.53,0.39,0.55,96.42,93.39,9.42,10.24,96.83,93.12,95.47,94.84,22.73,19.44,17.00,14.87,7.36,7.23,4.73,5.24,0.81,0.91,3,0,94.77,92.96,93.81,92.56,102.78,100.90
281117012,0,-1,0.14,0.50,0.11,0.44,91.71,99.00,7.22,4.78,89.89,91.89,103.86,98.75,24.11,19.00,13.22,9.56,6.56,4.11,6.11,2.89,1.00,0.00,0,1,97.21,89.62,97.33,92.44,94.23,107.10
230130006,1,1,0.86,0.43,0.80,0.60,102.55,94.30,-1.00,-1.00,102.07,96.31,88.64,96.43,20.77,21.71,6.02,5.38,8.27,7.00,5.86,5.53,1.34,1.33,1,0,107.25,110.52,106.54,110.72,96.25,85.17
310215004,1,2,0.85,0.37,0.69,0.44,99.30,92.37,12.98,12.60,98.04,93.78,89.37,97.48,20.42,20.05,16.06,14.80,7.19,6.45,6.02,5.65,0.75,0.93,5,0,95.59,93.80,95.39,93.75,104.10,98.53
400828826,1,2,0.62,0.72,0.52,0.85,102.79,103.38,40.38,44.06,102.22,104.71,99.03,94.06,20.02,17.68,13.60,10.69,9.05,8.03,4.78,5.97,0.37,0.58,4,0,101.01,96.83,100.55,96.96,102.23,106.62
230130015,1,2,0.52,0.33,0.50,0.48,99.19,87.48,-1.00,-1.00,98.20,91.89,96.86,90.57,22.32,20.93,4.80,3.98,7.52,7.48,4.36,5.11,1.09,0.91,0,1,108.47,106.82,108.77,106.48,91.19,82.16
281117025,0,-2,0.20,0.50,0.10,0.60,87.00,92.33,14.80,8.20,89.90,91.50,95.40,92.67,22.80,17.50,12.40,15.80,6.80,7.00,4.70,3.00,0.40,1.00,2,0,100.43,92.17,97.52,91.75,89.21,100.63
281117026,1,2,1.00,0.83,0.60,0.73,101.50,102.33,10.30,10.73,96.30,100.82,91.50,96.33,22.60,20.09,16.30,14.82,8.40,6.55,4.60,5.09,0.30,1.27,5,0,93.59,95.55,93.07,97.02,109.06,105.47
310215011,0,-2,0.58,0.66,0.46,0.72,101.15,100.38,13.67,14.39,99.27,101.74,96.65,94.59,21.96,20.67,14.79,16.89,6.81,6.65,5.83,5.48,0.92,1.02,1,2,98.21,94.52,98.57,94.41,102.62,106.32
230130025,0,-3,0.47,0.56,0.47,0.70,91.05,99.28,-1.00,-1.00,91.86,100.89,90.00,96.08,21.12,20.24,5.19,5.98,8.67,9.48,3.49,6.07,1.40,1.00,0,0,105.96,114.00,106.46,112.89,85.53,87.94
310215021,1,1,0.56,0.54,0.50,0.56,105.85,97.42,14.44,14.02,105.12,99.33,103.67,100.27,20.71,23.18,15.56,16.64,6.38,7.91,4.19,5.89,1.00,0.75,0,0,98.39,95.21,98.77,95.71,107.17,101.79
310313021,0,-3,0.56,0.55,0.52,0.62,105.66,99.35,13.89,11.64,105.33,100.14,104.22,98.19,20.57,20.39,15.67,15.29,6.59,6.27,4.11,4.58,1.00,1.47,0,2,98.97,95.14,98.85,94.80,106.89,104.80
310215025,1,3,0.69,0.27,0.64,0.25,107.00,98.91,15.64,14.96,104.26,97.63,102.81,105.50,22.19,22.57,17.13,17.78,7.74,7.08,5.51,5.02,0.62,0.84,2,1,97.76,98.33,98.27,99.22,108.88,99.69
221204018,0,-1,0.40,0.44,0.33,0.56,95.90,94.67,-1.00,-1.00,93.33,100.33,97.60,98.89,25.60,22.94,3.07,5.33,7.27,7.11,3.73,4.44,0.73,0.94,0,0,112.61,111.72,112.79,113.29,85.03,83.56
310215029,1,2,0.69,0.32,0.54,0.48,102.08,97.68,15.80,17.80,99.52,98.00,97.81,100.00,21.14,20.02,18.70,16.61,9.21,7.39,5.21,4.07,0.57,0.65,0,1,97.57,95.34,96.31,96.74,105.99,100.97
320411028,0,-3,0.38,0.42,0.34,0.53,93.52,93.42,37.24,38.81,91.53,93.12,94.07,92.62,23.52,17.79,9.93,15.70,6.67,8.19,4.90,5.05,0.67,0.65,2,2,108.17,103.73,106.84,106.57,87.53,87.66
270107013,1,1,0.79,0.73,0.67,0.79,105.95,95.67,9.36,12.21,105.09,98.53,99.63,94.33,22.76,23.00,19.06,16.15,7.21,6.53,5.39,5.38,1.18,1.15,0,1,99.57,93.19,99.88,92.63,106.08,103.28
270107016,1,1,0.67,0.50,0.52,0.64,99.93,94.78,9.39,6.48,94.55,95.39,97.67,91.56,21.55,21.76,14.87,15.88,6.90,7.03,4.87,4.91,1.13,1.06,0,0,94.64,93.56,96.69,94.91,103.35,99.86
270107019,1,2,0.68,0.47,0.59,0.38,95.21,100.00,13.88,10.91,93.74,99.81,90.21,101.18,23.44,24.81,18.06,16.56,7.18,6.69,5.06,4.97,0.79,0.97,0,1,93.59,97.77,94.10,97.94,101.18,102.10
270107021,1,3,0.81,0.25,0.75,0.51,109.81,103.19,17.00,20.74,110.25,106.49,99.56,112.56,21.84,22.43,17.75,20.77,6.62,8.03,5.06,6.11,0.88,0.80,0,0,101.11,101.48,100.04,102.52,109.77,100.65
270107022,0,-1,0.41,0.33,0.41,0.41,94.88,94.27,5.15,9.50,92.85,92.97,97.29,103.60,23.68,22.16,14.68,15.28,6.65,5.97,5.00,5.91,1.03,1.31,1,1,92.61,94.90,91.15,96.37,104.09,97.82
301225019,1,2,0.67,0.77,0.59,0.85,101.47,101.69,8.69,14.26,97.03,100.74,92.00,91.46,20.48,20.96,15.00,17.70,5.93,8.37,4.31,4.30,1.69,1.19,0,0,93.37,94.65,94.42,94.55,107.47,107.55
270107028,1,1,0.64,0.38,0.42,0.59,99.79,104.56,13.27,17.50,97.58,107.97,97.43,109.19,21.70,22.84,17.48,19.50,7.00,8.09,3.76,4.97,0.48,0.66,0,0,96.77,100.35,94.85,100.35,105.21,104.20
270107029,0,-2,0.38,0.69,0.24,0.68,102.00,98.69,11.85,11.18,97.59,99.26,102.62,89.56,22.68,19.71,19.29,17.24,7.03,6.88,4.59,4.68,1.15,0.71,0,0,95.89,93.61,98.16,91.66,103.91,107.67
290117017,0,-3,0.41,0.63,0.47,0.78,97.50,96.79,12.47,11.76,99.17,100.76,101.14,92.11,23.32,23.22,16.10,18.24,6.78,8.56,4.78,4.98,0.78,1.54,0,0,95.29,94.76,94.73,95.19,102.92,101.68
320111002,0,-1,0.75,0.25,0.50,0.50,89.75,88.75,33.50,36.00,92.75,93.50,83.50,95.50,21.62,21.50,13.00,12.30,5.62,10.50,5.88,3.70,1.38,1.60,0,1,106.55,110.51,99.84,108.94,89.89,81.47
320111003,0,-2,0.25,0.80,0.33,0.82,89.00,97.40,40.00,40.18,87.33,100.45,92.00,97.00,21.22,21.18,9.11,17.00,6.78,6.55,5.22,5.82,1.11,1.09,2,1,106.77,110.68,105.20,108.75,84.60,89.56
320111004,1,2,1.00,0.00,0.82,0.11,90.67,85.25,40.00,40.44,97.64,85.78,68.67,101.50,18.27,20.56,19.09,16.89,7.00,9.44,5.73,7.89,1.00,1.67,1,0,109.43,111.43,104.33,110.74,86.91,76.98
320111007,1,2,0.80,0.33,0.60,0.20,99.60,85.83,51.40,30.40,101.70,87.00,90.60,92.50,17.90,21.50,23.70,8.00,11.00,7.70,4.70,3.80,0.90,0.60,0,0,115.33,108.49,118.23,106.00,84.24,80.97
320111011,1,2,1.00,0.67,0.67,0.70,96.00,95.33,39.56,41.60,92.22,99.60,82.33,88.33,21.67,18.60,9.56,12.40,9.00,8.80,4.89,4.90,0.89,1.00,1,1,110.23,109.80,109.81,105.76,87.42,90.14
320111012,1,1,0.75,0.83,0.57,0.80,100.75,104.50,39.14,50.00,99.29,108.10,94.25,100.00,20.43,23.10,12.29,22.00,8.71,10.50,4.86,5.60,1.00,1.00,1,3,107.49,122.03,108.33,125.56,93.00,83.23
320111018,1,1,0.50,0.60,0.56,0.78,98.00,102.60,38.67,42.44,96.44,101.56,99.75,92.80,22.78,18.11,12.11,17.22,9.67,9.11,4.78,5.89,1.44,0.89,0,0,110.91,108.57,112.38,110.12,87.20,93.17
320111022,0,-1,1.00,0.50,0.78,0.67,104.83,92.75,40.00,40.00,99.67,95.22,92.50,90.50,21.44,18.89,12.56,8.33,7.67,6.00,5.56,3.89,1.33,1.11,0,1,111.94,106.81,112.38,106.36,93.28,87.20
320111024,1,1,1.00,0.17,0.60,0.33,104.83,92.00,39.60,38.67,100.90,94.11,90.67,103.50,17.70,21.00,12.50,15.78,6.70,6.11,4.20,4.78,0.60,0.56,2,1,109.48,108.37,111.97,111.31,93.62,82.65
320111026,0,-1,1.00,0.00,0.67,0.64,97.60,92.33,44.44,39.09,92.89,95.00,90.40,102.00,23.56,20.36,15.89,8.73,8.11,5.64,7.44,5.36,0.33,0.82,0,0,107.78,111.22,108.98,109.08,89.56,84.64
320111028,0,-2,0.50,0.00,0.40,0.30,89.75,85.75,32.40,43.60,87.50,92.90,87.75,109.00,23.60,19.20,7.00,14.30,6.30,8.00,5.50,4.50,0.80,0.70,1,1,106.47,113.66,103.17,118.19,86.99,72.55
231229026,1,2,0.80,0.40,0.53,0.47,93.40,90.73,-1.00,-1.00,91.40,88.70,88.13,92.07,25.27,20.63,4.93,4.93,6.97,9.47,6.30,4.13,0.70,0.67,1,2,109.82,107.50,106.59,108.23,87.63,83.83
231222004,0,-2,0.31,0.23,0.28,0.52,88.15,89.23,-1.00,-1.00,89.56,91.26,94.62,95.31,23.04,24.96,4.76,5.04,7.88,6.96,5.04,6.26,0.76,0.70,0,5,112.91,108.39,112.73,111.58,78.20,79.97
221120002,1,3,0.60,0.50,0.60,0.73,96.60,91.50,-1.00,-1.00,95.00,96.64,93.40,90.50,22.00,20.91,3.60,8.45,9.90,8.91,4.10,5.91,1.90,1.82,1,0,112.64,114.08,115.26,108.13,83.81,84.62
231222007,1,2,0.77,0.43,0.59,0.58,105.23,91.71,-1.00,-1.00,98.11,94.85,95.38,95.71,22.59,22.88,8.33,6.15,9.63,9.92,7.59,6.77,0.59,0.50,0,1,116.01,111.08,118.23,110.51,89.00,82.99
231121005,0,-2,0.80,0.60,0.33,0.55,97.60,85.80,-1.00,-1.00,91.75,88.27,90.80,83.20,21.33,22.55,4.67,2.91,6.25,7.09,8.08,6.00,0.58,1.55,1,0,111.86,106.19,113.72,109.11,85.82,78.64
400828775,0,-2,0.39,0.46,0.39,0.59,102.61,96.43,44.64,42.21,100.85,99.00,106.14,97.93,20.81,21.64,13.36,12.41,7.58,8.69,4.47,4.38,0.66,0.78,2,2,99.89,96.98,100.72,96.29,101.88,100.15
240321003,0,-1,0.64,0.36,0.52,0.43,93.28,82.45,-1.00,-1.00,92.00,84.84,89.33,87.85,20.87,21.06,5.25,3.82,8.74,7.24,4.12,5.04,1.07,0.75,0,0,108.36,104.60,106.99,105.14,87.19,78.42
240321005,0,-3,0.59,0.58,0.46,0.64,96.41,89.03,-1.00,-1.00,93.43,90.01,94.62,85.42,21.31,20.36,4.99,4.60,7.18,7.74,6.68,7.01,0.44,0.64,0,0,110.67,107.12,109.55,107.65,88.01,82.70
320406001,1,1,0.69,0.22,0.58,0.39,97.81,88.15,39.45,41.48,95.05,90.30,93.50,96.52,18.18,19.37,15.20,13.17,7.98,7.07,4.62,4.04,0.60,0.52,0,0,108.76,109.15,109.22,107.14,89.55,82.28
240321012,0,-2,0.53,0.21,0.39,0.41,98.35,89.24,-1.00,-1.00,96.00,93.01,97.71,96.56,22.39,20.66,3.68,3.35,7.39,6.97,4.81,4.68,0.90,0.66,1,0,112.34,108.38,113.09,107.73,86.97,82.84
240321013,1,1,0.84,0.30,0.67,0.50,99.52,94.36,-1.00,-1.00,98.32,97.96,89.29,96.52,21.42,20.65,4.43,5.15,8.10,6.78,4.67,4.76,1.10,0.41,0,1,109.93,109.81,109.99,110.92,90.48,85.07
320406006,0,-1,0.69,0.27,0.56,0.47,96.03,91.85,37.02,38.76,94.45,97.24,91.72,97.46,18.75,19.64,11.91,10.51,8.71,8.13,5.15,5.09,0.96,0.69,0,0,109.21,109.27,108.59,108.74,88.43,84.47
320406007,1,1,0.56,0.44,0.54,0.52,102.26,95.41,51.96,40.04,103.28,97.07,100.78,98.96,19.65,18.65,19.87,12.50,8.22,6.80,5.04,5.52,1.09,0.81,7,2,114.82,109.41,115.88,111.52,88.25,85.55
240321016,1,3,0.71,0.37,0.68,0.51,96.00,94.97,-1.00,-1.00,94.84,97.16,88.57,98.86,20.88,21.91,4.46,7.91,6.78,9.23,5.59,6.50,1.06,0.61,2,2,104.95,113.07,104.12,111.73,92.20,85.00
240321017,0,-1,0.71,0.39,0.60,0.63,91.56,100.15,-1.00,-1.00,89.21,104.00,85.12,102.91,20.74,19.93,5.99,6.79,8.68,7.71,4.01,5.15,0.81,0.96,1,0,107.22,108.97,109.60,110.25,83.54,90.84
320406011,1,1,0.71,0.65,0.61,0.74,99.33,99.50,41.48,42.15,96.91,103.00,92.54,97.04,21.91,20.30,13.15,15.91,7.87,7.59,5.44,7.93,0.74,1.06,1,1,109.28,113.27,109.76,112.98,90.50,88.07
261227004,1,1,0.86,0.42,0.57,0.48,101.93,96.92,12.61,10.07,100.25,94.37,88.64,103.33,23.36,22.04,21.43,15.37,8.36,5.96,4.93,6.00,0.89,1.19,1,0,97.35,95.70,96.82,97.91,105.28,98.99
280303018,0,-2,0.41,0.68,0.31,0.67,95.38,98.61,-1.00,-1.00,95.17,99.98,98.24,95.46,21.32,18.97,8.88,13.33,6.20,7.57,2.36,3.90,0.61,0.78,2,1,113.49,110.24,112.88,111.58,84.50,88.38
320406014,0,-2,0.92,0.43,0.74,0.57,102.44,91.64,42.57,45.43,100.60,95.02,90.64,94.64,19.79,20.00,15.28,16.83,9.15,9.81,5.49,5.23,0.70,0.77,0,1,110.82,110.31,109.84,108.72,93.26,84.29
240321023,1,1,0.86,0.45,0.72,0.58,106.86,86.90,-1.00,-1.00,103.87,88.85,95.37,87.35,19.29,21.16,4.84,2.91,8.55,6.78,3.84,5.42,0.74,0.88,3,1,110.45,107.81,111.46,106.91,95.87,81.28
240321025,1,3,0.47,0.24,0.45,0.27,97.97,94.76,-1.00,-1.00,96.74,95.10,97.47,103.16,21.68,21.55,4.64,4.24,8.13,6.77,4.97,3.92,1.04,0.72,5,3,108.98,109.35,108.29,109.85,90.47,86.26
400489490,1,2,0.84,0.24,0.71,0.33,108.00,93.19,13.05,11.88,104.24,95.17,100.21,99.90,20.05,22.00,16.76,16.79,9.22,6.93,4.46,4.74,0.59,0.52,6,1,95.86,96.13,96.14,96.78,112.34,96.29
240321027,0,-3,0.44,0.24,0.32,0.46,93.67,86.48,-1.00,-1.00,92.25,89.00,95.47,92.48,20.81,22.16,5.44,4.38,9.10,7.10,4.96,3.81,0.68,0.88,0,0,114.00,105.04,113.12,105.18,82.81,82.22
261227012,1,3,0.60,0.50,0.41,0.38,98.07,100.92,5.63,10.54,95.30,100.04,95.60,100.75,22.81,25.00,14.48,16.00,6.33,6.46,5.59,5.31,1.07,1.04,3,1,95.02,97.79,95.76,98.15,102.41,102.82
320406024,1,3,0.84,0.30,0.73,0.26,103.64,90.48,44.58,40.63,101.62,88.98,92.72,94.70,17.04,20.24,12.04,8.80,7.25,7.17,4.31,4.74,0.50,0.83,2,0,109.25,107.38,110.60,108.59,93.71,83.32
261227017,0,-3,0.47,0.47,0.39,0.57,101.12,94.71,13.50,5.96,98.50,94.43,101.06,92.76,22.93,21.75,16.29,15.96,5.68,6.89,3.25,5.21,1.46,1.11,2,1,96.32,94.02,97.49,94.96,103.72,99.74
261227018,1,1,0.41,0.64,0.40,0.69,99.94,92.71,11.57,11.08,98.43,95.77,102.06,91.64,25.60,21.04,15.73,15.88,6.73,6.38,3.77,6.15,1.30,1.04,1,0,97.50,90.23,98.02,90.16,101.96,102.83
